soeknads_aar,statsforvalter,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2024,Rogaland,1144,999303382,1144,20,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,16,2576,Regionalt prioriterte kulturlandskap
2024,Rogaland,1144,999303382,1144,20,1,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,500,DEKAR,159,60000,Prioriterte naturverdier
2024,Rogaland,1144,999303382,1144,20,1,0,Friluftsliv,Vedlikehold av turstier i jordbrukslandskapet,Høy tilrettelegging,9,METER,549,4941,Turmuligheter og tilgjengelighet
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,9,METER,74,666,Prioriterte naturverdier
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,95,DEKAR,52,4940,Avrenning
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,130,DEKAR,21,2730,Avrenning
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,220,DEKAR,2,440,Avrenning
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,130,DEKAR,40,5200,Avrenning
2024,Vestfold og Telemark,3909,999303331,3909,4135,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,220,DEKAR,1,220,Avrenning
2024,Møre og Romsdal,1577,999303218,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,461,9220,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1577,999303218,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,135,3375,Opprettholde kulturlandskapet
2024,Rogaland,1108,999303153,,,,,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,776,19400,Opprettholde kulturlandskapet
2024,Trøndelag,5047,999302882,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,3960,166320,Opprettholde kulturlandskapet
2024,Trøndelag,5047,999302882,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,127,10795,Opprettholde kulturlandskapet
2024,Trøndelag,5026,999302718,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,1195,50190,Opprettholde kulturlandskapet
2024,Trøndelag,5026,999302718,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,479,40715,Opprettholde kulturlandskapet
2024,Vestland,4650,999302459,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1523,45690,Opprettholde kulturlandskapet
2024,Vestland,4621,999302181,4621,114,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,69,32016,Regionalt prioriterte kulturlandskap
2024,Vestland,4621,999302181,4621,114,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,18,13122,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5021,999301673,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,2191,92022,Opprettholde kulturlandskapet
2024,Trøndelag,5021,999301673,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,248,21080,Opprettholde kulturlandskapet
2024,Vestland,4619,999301533,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1174,35220,Opprettholde kulturlandskapet
2024,Vestland,4619,999301533,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,20,700,Opprettholde kulturlandskapet
2024,Vestland,4649,999301517,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,924,27720,Opprettholde kulturlandskapet
2024,Vestland,4649,999301517,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,229,8015,Opprettholde kulturlandskapet
2024,Agder,4220,999301193,,,,,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,534,13350,Opprettholde kulturlandskapet
2024,Agder,4220,999301193,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,39,975,Opprettholde kulturlandskapet
2024,Vestland,4602,999301134,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,579,17370,Opprettholde kulturlandskapet
2024,Vestland,4602,999301134,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,273,9555,Opprettholde kulturlandskapet
2024,Innlandet,3423,999300995,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,571,18272,Opprettholde kulturlandskapet
2024,Innlandet,3423,999300995,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,64,4480,Opprettholde kulturlandskapet
2024,Nordland,1871,999300936,1871,25,14,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Høyt beitetrykk,680,DEKAR,39,26520,Prioriterte naturverdier
2024,Nordland,1871,999300936,1871,25,14,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Moderat beitetrykk,400,DEKAR,98,39200,Prioriterte naturverdier
2024,Nordland,1871,999300936,1871,25,14,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Lavt beitetrykk,230,DEKAR,25,5750,Prioriterte naturverdier
2024,Nordland,1871,999300936,1871,25,14,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,39,5,DEKAR,440,17380,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4640,999299474,4640,202,8,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,27,12528,Regionalt prioriterte kulturlandskap
2024,Vestland,4640,999299474,4640,202,8,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,15,10935,Regionalt prioriterte kulturlandskap
2024,Vestland,4640,999299474,4640,202,8,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,67,6030,Regionalt prioriterte kulturlandskap
2024,Vestland,4640,999299474,4640,202,8,0,Biologisk mangfold,Slått av slåttemark,Svært viktig,1250,DEKAR,48,50000,Utvalgte naturtyper
2024,Vestland,4640,999299474,4640,202,8,0,Biologisk mangfold,Skjøtsel av styvingstrær,Skjøtsel av styvingstrær,500,ANTALL,16,8000,Prioriterte naturverdier
2024,Nordland,1833,999299059,,,,,Kulturlandskap,Drift av beitelag,Småfe,15,ANTALL_DYR,794,11910,Opprettholde kulturlandskapet
2024,Nordland,1833,999299059,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,98,2450,Opprettholde kulturlandskapet
2024,Troms og Finnmark,5501,999298990,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1219,36570,Opprettholde kulturlandskapet
2024,Nordland,1826,999298788,,,,,Kulturlandskap,Drift av beitelag,Småfe,15,ANTALL_DYR,11871,178065,Opprettholde kulturlandskapet
2024,Nordland,1826,999298788,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,64,1600,Opprettholde kulturlandskapet
2024,Vestland,4650,999298419,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,206,6180,Opprettholde kulturlandskapet
2024,Vestland,4650,999298419,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,158,5530,Opprettholde kulturlandskapet
2024,Trøndelag,5038,999298214,5038,119,12,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,83,8798,Avrenning
2024,Trøndelag,5038,999298214,5038,119,12,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 18 timer i åpen åker,21,DEKAR,93,1953,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4631,999298133,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,109,3270,Opprettholde kulturlandskapet
2024,Innlandet,3442,999298001,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,3848,123136,Opprettholde kulturlandskapet
2024,Innlandet,3418,999297587,3418,183,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 2 timer i åpen åker,90,DEKAR,212,19080,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4637,999297102,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,617,18510,Opprettholde kulturlandskapet
2024,Vestland,4637,999297102,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,67,2345,Opprettholde kulturlandskapet
2024,Troms og Finnmark,5512,999295924,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1217,36510,Opprettholde kulturlandskapet
2024,Troms og Finnmark,5512,999295924,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,120,ANTALL_DYR,27,3240,Opprettholde kulturlandskapet
2024,Vestland,4629,999292844,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,260,7800,Opprettholde kulturlandskapet
2024,Vestland,4617,999292631,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,7205,216150,Opprettholde kulturlandskapet
2024,Vestland,4617,999292631,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,164,5740,Opprettholde kulturlandskapet
2024,Vestland,4638,999292445,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1966,58980,Opprettholde kulturlandskapet
2024,Vestland,4638,999292445,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,526,18410,Opprettholde kulturlandskapet
2024,Vestland,4650,999292208,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,55,1650,Opprettholde kulturlandskapet
2024,Vestland,4624,999292178,4624,169,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,23,10672,Regionalt prioriterte kulturlandskap
2024,Vestland,4624,999292178,4624,169,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,12,8748,Regionalt prioriterte kulturlandskap
2024,Vestland,4624,999292178,4624,169,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,28,2520,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5041,999291597,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,839,35238,Opprettholde kulturlandskapet
2024,Trøndelag,5041,999291597,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,46,3910,Opprettholde kulturlandskapet
2024,Vestland,4618,999291309,4618,174,23,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:5,867,DEKAR,19,16473,Regionalt prioriterte kulturlandskap
2024,Vestland,4618,999291309,4618,174,23,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:3,1301,DEKAR,2,2602,Regionalt prioriterte kulturlandskap
2024,Rogaland,1133,999291023,1133,101,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,7,1267,Regionalt prioriterte kulturlandskap
2024,Rogaland,1133,999291023,1133,101,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,1,181,Regionalt prioriterte kulturlandskap
2024,Rogaland,1133,999291023,1133,101,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,35,5635,Regionalt prioriterte kulturlandskap
2024,Rogaland,1133,999291023,1133,101,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,27,4347,Regionalt prioriterte kulturlandskap
2024,Rogaland,1133,999291023,1133,101,1,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,500,ANTALL,25,12500,Automatisk fredede kulturminner
2024,Rogaland,1133,999291023,1133,101,1,0,Friluftsliv,Vedlikehold av turstier i jordbrukslandskapet,Høy tilrettelegging,9,METER,1429,12861,Turmuligheter og tilgjengelighet
2024,Innlandet,3442,999289193,3442,188,1,0,Klimarådgivning,Klimarådgivning,To-til-en rådgiving,8000,ANTALL,1,8000,Klimarådgivning
2024,Innlandet,3442,999289193,3442,188,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,182,DEKAR,87,15834,Avrenning
2024,Innlandet,3442,999289193,3442,188,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, andre områder,150,DEKAR,24,3600,Avrenning
2024,Innlandet,3442,999289193,3442,188,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,212,DEKAR,274,58088,Avrenning
2024,Innlandet,3442,999289193,3442,188,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1,med dråg, andre områder,180,DEKAR,36,6480,Avrenning
2024,Innlandet,3442,999289193,3442,188,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,90,DEKAR,484,43560,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3442,999289193,3442,188,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,90,DEKAR,156,14040,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3442,999289193,3442,188,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,640,41600,Miljøvennlig spredning av husdyrgjødsel
